entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Projectile,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles (1|3),,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,this,,FALSE,Bone thrown by a Yoshi,,,Os lancé par un Yoshi,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile (1),,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,this,,FALSE,Wrench thrown by a Yoshi,,,Clé à molet lancée par un Feu lancé par un Yoshi,,,???,???,,,???,???,???,,,???,???,???,,,???
Projectile,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile (1),,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,this,,FALSE,Hammer thrown by a Yoshi,,,Marteau lancé par un Yoshi,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Item,FALSE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cowbell,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,TRUE,TRUE,S1P,S1-4P / EPB,S1-4P,S1-4P,?,3,,,,,,2x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,Stiletto Goomba,Stiletto Goomba,this,this,,Only spoken (in english) in Editor,Red Yoshi’s Egg,,,Œuf de Yoshi rouge,,,Roten Toshi-Ei,Huevo de yoshi rojo,,,Uovo di yoshi rosso,Rode Yoshi-ei,???,,,Яйцо красного йоши,あかヨッシーのタマゴ,,紅色耀西蛋,红色耀西蛋,빨강요시의 알
(Entity),2,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Full light,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Zurna,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,Hatched Yoshi Limit,,FALSE,,,,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,this,,TRUE,Red Yoshi,,,Yoshi rouge,,,Roten Toshi,Yoshi rojo,,,Yoshi rosso,Rode Yoshi,???,,,Красного йоши,あかヨッシー,,紅色耀西,红色耀西,빨강요시
Projectile,2,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectiles (1|3),N/A,,FALSE,FALSE,,FALSE,,FALSE,TRUE,Temporary as it comes out,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,this,,FALSE,Fire thrown by a Red Yoshi,,,Feu lancé par un Yoshi rouge,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Piano (4th A),TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,winged,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Galoomba,this,this,TRUE,Goomba,,,Goomba,,,Gumba,Goomba,,,Goomba,Goomba,Goomba,,,Гумба,クリボー,,栗寶寶,栗宝宝,굼바
Entity,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Piano (4th A),TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,winged,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,Goomba,Goomba,this,Goomba,,TRUE,Galoomba,,,Galoomba,,,Galumba,Goombaya,,,Goombruno,Galoomba,,Goombola,Galoomba,Галумба,クリボン,栗邦邦,,,밤바
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Honky-Tonk piano,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Goombud,this,,TRUE,Goombrat,,,,Goombalisson,Goomin,Gumbalg,,Goombiño,Goombrat,Goombarello,Goombrat,,Goombinha,Goombito,Гумбака,カキボー,,柿寶寶,柿宝宝,감바
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Honky-Tonk piano,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,Goombrat,Goombrat,this,Goombrat,,TRUE,Goombud,,,,Galisson,Galoomin,Galumbalg,,Goombiñito,Goombratín,Goombrunello,Goombud,???,,,Гумбашка,カキボン,柿邦邦,,,땡감바
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Marimba,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,1x2,2x4,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Green Koopa Troopa,,,Koopa vert,,,Grüner Koopa,Koopa verde,,,Koopa verde,Groene Koopa Troopa,???,,,Зеленый купа-трупа,みどりノコノコ,,綠色慢慢龜,绿色慢慢龟,초록엉금엉금
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Vibraphone,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,1x2,2x4,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Red Koopa Troopa,,,Koopa rouge,,,Roter Koopa,Koopa rojo,,,Koopa rosso,Rode Koopa Troopa,???,,,Красный купа-трупа,あかノコノコ,,紅色慢慢龜,红色慢慢龟,빨강엉금엉금
Entity,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,,FALSE,,TRUE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,½,Dim light,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Dog’s bark,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,1x2,2x4,this,this,this,this,this,this,this,this,this,this,this,this,,,this,,this,FALSE,Green Beach Koopa,,,Koopa de plage vert,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,,FALSE,,TRUE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,½,Dim light,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Cat’s meow,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,1x2,2x4,this,this,this,this,this,this,this,this,this,this,this,this,,,this,,this,FALSE,Red Beach Koopa,,,Koopa de plage rouge,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,½,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Marimba,TRUE,,Bob-omb clear condition,3rd phase,TRUE,FALSE,FALSE,FALSE,1,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Green Koopa Shell,,,Carapace verte de Koopa,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,½,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Vibraphone,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Red Koopa Shell,,,Carapace rouge de Koopa,,,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Flute,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Dry Bones,,,,Skelex,Skelerex,Knochentrocken,Huesitos,,,Tartosso,Dry Bones,,Quebra-ossos,Caveirinha,Купа-скелет,カロン,,碎碎龜,碎碎龟,와르르
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,FALSE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,TRUE,FALSE,TRUE,Parachute,FALSE,FALSE,TRUE,FALSE,FALSE,Flute,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Parabones,,,,Paraskelex,Paraskelerex,Para-Knochentrocken,Huesitos alado,,,Tartosso volante,Parabones,???,,,Летучий купа-скелет,パタカロン,飛行碎碎龜,,,펄럭와르르
Projectile,1,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,,,this,,,FALSE,Bone thrown by a Dry Bones,,,,Os lancé par un Skelex,Os lancé par un Skelerex,???,???,,,???,???,???,,,???,???,,???,???,???
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,½,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Flute,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,?,?,,,,,Edge,3,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Dry Bones Shell,,,,Carapace de Skelex,Carapace de Skelerex,Knochentrocken-Panzer,Caparazón de huesitos,,,Guscio di Tartosso,Dry Bones-schild,,Carapaça de Quebra-ossos,Carapaça de Caveirinha,Панцирь купы-скелета,カロンこうら,,碎碎龜殼,碎龟壳,와르르등껍질
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Gamelan,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Buzzy Beetle,,,,Blindule,Bruyinsecte,Käfer,,Buzzy,Buzzy Beetle,Nella,Buzzy Beetle,Besouro,,,Каскожук,メット,,鋼盔龜,钢盔龟,하잉바
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,FALSE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,Parachute,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Para-Beetle,,,,Parablindule,Parabruyinsecte,Parakäfer,Parabuzzy,,,Paranella,Para-Beetle,,Para-besouro,Parabesouro,Летучий жук,パタメット,,飛行鋼盔龜,飞行钢盔龟,펄럭하잉바
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,TRUE,,FALSE,,FALSE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,½,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Gamelan,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,?,?,,,,,Edge,3,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Buzzy Shell,,,,Carapace de Blindule,Carapace de Bruyinsecte,Käfer-Panzer,,Caparazón de buzzy,Caparazón de Buzzy Beetle,Guscio di Nella,Buzzy Beetle-schild,???,,,Панцирь каскожука,メットこうら,,鋼盔龜殼,钢盔龟壳,하잉바등껍질
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Trombone,TRUE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,Spiny Egg,this,this,this,this / Spiny Egg,this,this,this,this,this,this,this,this,TRUE,Spiny,,,Hériss,,,Stachi,,Picudo,Pinchón,Koopistrice,Spiny,,Espeto,Piquinho,Колючкин,トゲゾー,,刺刺龜,刺刺龟,가시돌이
